Product code;Language;Vendor;Product id;Category
"";"en";"H2";"3021";"SMALL HOME APPLIANCES "
"";"ar";"";"";"اجهزة منزلية صغيرة"
"";"en";"H2";"3022";"HOME APPLIANCES"
"";"ar";"";"";"الاجهزة المنزلية"
"";"en";"H2";"3023";"HOME APPLIANCES"
"";"ar";"";"";"الاجهزة المنزلية"
"";"en";"H2";"3024";"HOME APPLIANCES///FRIDGES"
"";"ar";"";"";"الاجهزة المنزلية///ثلاجات"
"";"en";"H2";"3025";"HOME APPLIANCES"
"";"ar";"";"";"الاجهزة المنزلية""";"en";"H2";"3026";"HOME APPLIANCES"
"";"ar";"";"";"الاجهزة المنزلية"
"";"en";"H2";"3027";"HOME APPLIANCES///FRIDGES"
"";"ar";"";"";"الاجهزة المنزلية///ثلاجات"
"";"en";"H2";"3028";"HOME APPLIANCES///FRIDGES"
"";"ar";"";"";"الاجهزة المنزلية///ثلاجات"
"";"en";"H2";"3029";"HOME APPLIANCES///FRIDGES"
"";"ar";"";"";"الاجهزة المنزلية///ثلاجات"
"";"en";"H2";"3030";"HOME APPLIANCES///FRIDGES"
"";"ar";"";"";"الاجهزة المنزلية///ثلاجات"
"";"en";"H2";"3031";"HOME APPLIANCES"
"";"ar";"";"";"الاجهزة المنزلية"
"";"en";"H2";"3032";"HOME APPLIANCES"
"";"ar";"";"";"الاجهزة المنزلية"
"";"en";"H2";"3033";"HOME APPLIANCES"
"";"ar";"";"";"الاجهزة المنزلية"
"";"en";"H2";"3034";"HOME APPLIANCES"
"";"ar";"";"";"الاجهزة المنزلية"
"";"en";"H2";"3035";"HOME APPLIANCES"
"";"ar";"";"";"الاجهزة المنزلية"
"";"en";"H2";"3036";"HOME APPLIANCES"
"";"ar";"";"";"الاجهزة المنزلية"
"";"en";"H2";"3037";"HOME APPLIANCES"
"";"ar";"";"";"الاجهزة المنزلية"
"";"en";"H2";"3038";"HOME APPLIANCES"
"";"ar";"";"";"الاجهزة المنزلية"
"";"en";"H2";"3039";"HOME APPLIANCES"
"";"ar";"";"";"الاجهزة المنزلية"
"";"en";"H2";"3040";"HOME APPLIANCES///FRIDGES"
"";"ar";"";"";"الاجهزة المنزلية///ثلاجات""";"en";"H2";"3041";"HOME APPLIANCES"
"";"ar";"";"";"الاجهزة المنزلية"
"";"en";"H2";"3042";"HOME APPLIANCES"
"";"ar";"";"";"الاجهزة المنزلية"
"";"en";"H2";"3043";"HOME APPLIANCES///FRIDGES"
"";"ar";"";"";"الاجهزة المنزلية///ثلاجات"
"";"en";"H2";"3044";"HOME APPLIANCES///FRIDGES"
"";"ar";"";"";"الاجهزة المنزلية///ثلاجات"
"";"en";"H2";"3045";"HOME APPLIANCES///FRIDGES"
"";"ar";"";"";"الاجهزة المنزلية///ثلاجات"
"";"en";"H2";"3046";"HOME APPLIANCES"
"";"ar";"";"";"الاجهزة المنزلية"
"";"en";"H2";"3047";"HOME APPLIANCES///FRIDGES"
"";"ar";"";"";"الاجهزة المنزلية///ثلاجات"
"";"en";"H2";"3048";"HOME APPLIANCES///FRIDGES"
"";"ar";"";"";"الاجهزة المنزلية///ثلاجات"
"";"en";"H2";"3049";"HOME APPLIANCES"
"";"ar";"";"";"الاجهزة المنزلية"
"";"en";"H2";"3050";"HOME APPLIANCES///FRIDGES"
"";"ar";"";"";"الاجهزة المنزلية///ثلاجات"
"";"en";"H2";"3051";"HOME APPLIANCES"
"";"ar";"";"";"الاجهزة المنزلية"
"";"en";"H2";"3052";"HOME APPLIANCES"
"";"ar";"";"";"الاجهزة المنزلية"
"";"en";"H2";"3053";"HOME APPLIANCES"
"";"ar";"";"";"الاجهزة المنزلية"
"";"en";"H2";"3054";"HOME APPLIANCES///FRIDGES"
"";"ar";"";"";"الاجهزة المنزلية///ثلاجات"
"";"en";"H2";"3055";"HOME APPLIANCES///FRIDGES"
"";"ar";"";"";"الاجهزة المنزلية///ثلاجات""";"en";"H2";"3056";"HOME APPLIANCES"
"";"ar";"";"";"الاجهزة المنزلية"
"";"en";"H2";"3057";"HOME APPLIANCES///FRIDGES"
"";"ar";"";"";"الاجهزة المنزلية///ثلاجات"
"";"en";"H2";"3058";"HOME APPLIANCES///FRIDGES"
"";"ar";"";"";"الاجهزة المنزلية///ثلاجات"
"";"en";"H2";"3059";"HOME APPLIANCES///WASHING MACHINE"
"";"ar";"";"";"الاجهزة المنزلية///غسالات ملابس"
"";"en";"H2";"3060";"HOME APPLIANCES"
"";"ar";"";"";"الاجهزة المنزلية"
"";"en";"H2";"3061";"HOME APPLIANCES///WASHING MACHINE"
"";"ar";"";"";"الاجهزة المنزلية///غسالات ملابس"
"";"en";"H2";"3062";"HOME APPLIANCES"
"";"ar";"";"";"الاجهزة المنزلية"
"";"en";"H2";"3063";"HOME APPLIANCES///WASHING MACHINE"
"";"ar";"";"";"الاجهزة المنزلية///غسالات ملابس"
"";"en";"H2";"3064";"HOME APPLIANCES///WASHING MACHINE"
"";"ar";"";"";"الاجهزة المنزلية///غسالات ملابس"
"";"en";"H2";"3065";"HOME APPLIANCES///WASHING MACHINE"
"";"ar";"";"";"الاجهزة المنزلية///غسالات ملابس"
"";"en";"H2";"3066";"HOME APPLIANCES///WASHING MACHINE"
"";"ar";"";"";"الاجهزة المنزلية///غسالات ملابس"
"";"en";"H2";"3067";"HOME APPLIANCES///WASHING MACHINE"
"";"ar";"";"";"الاجهزة المنزلية///غسالات ملابس"
"";"en";"H2";"3068";"HOME APPLIANCES///WASHING MACHINE"
"";"ar";"";"";"الاجهزة المنزلية///غسالات ملابس"
"";"en";"H2";"3069";"HOME APPLIANCES///WASHING MACHINE"
"";"ar";"";"";"الاجهزة المنزلية///غسالات ملابس"
"";"en";"H2";"3070";"HOME APPLIANCES///WASHING MACHINE"
"";"ar";"";"";"الاجهزة المنزلية///غسالات ملابس""";"en";"H2";"3071";"HOME APPLIANCES///DISH WASHER"
"";"ar";"";"";"الاجهزة المنزلية///غسالات الاطباق"
"";"en";"H2";"3072";"SMALL HOME APPLIANCES ///Fans"
"";"ar";"";"";"اجهزة منزلية صغيرة///مراوح"
"";"en";"H2";"3073";"SMALL HOME APPLIANCES ///Fans"
"";"ar";"";"";"اجهزة منزلية صغيرة///مراوح"
"";"en";"H2";"3074";"SMALL HOME APPLIANCES ///Fans"
"";"ar";"";"";"اجهزة منزلية صغيرة///مراوح"
"";"en";"H2";"3075";"HOME APPLIANCES"
"";"ar";"";"";"الاجهزة المنزلية"
"";"en";"H2";"3076";"HOME APPLIANCES///FRIDGES"
"";"ar";"";"";"الاجهزة المنزلية///ثلاجات"
"";"en";"H2";"3077";"HOME APPLIANCES///FRIDGES"
"";"ar";"";"";"الاجهزة المنزلية///ثلاجات"
"";"en";"H2";"3078";"HOME APPLIANCES///FRIDGES"
"";"ar";"";"";"الاجهزة المنزلية///ثلاجات"
"";"en";"H2";"3079";"HOME APPLIANCES"
"";"ar";"";"";"الاجهزة المنزلية"
"";"en";"H2";"3080";"HOME APPLIANCES///FRIDGES"
"";"ar";"";"";"الاجهزة المنزلية///ثلاجات"
"";"en";"H2";"3081";"HOME APPLIANCES"
"";"ar";"";"";"الاجهزة المنزلية"
"";"en";"H2";"3082";"HOME APPLIANCES"
"";"ar";"";"";"الاجهزة المنزلية"
"";"en";"H2";"3083";"HOME APPLIANCES"
"";"ar";"";"";"الاجهزة المنزلية"
"";"en";"H2";"3084";"HOME APPLIANCES///COOKERS"
"";"ar";"";"";"الاجهزة المنزلية///بوتاجازات"
"";"en";"H2";"3085";"HOME APPLIANCES///COOKERS"
"";"ar";"";"";"الاجهزة المنزلية///بوتاجازات""";"en";"H2";"3086";"HOME APPLIANCES///COOKERS"
"";"ar";"";"";"الاجهزة المنزلية///بوتاجازات"
"";"en";"H2";"3087";"HOME APPLIANCES///COOKERS"
"";"ar";"";"";"الاجهزة المنزلية///بوتاجازات"
"";"en";"H2";"3088";"HOME APPLIANCES"
"";"ar";"";"";"الاجهزة المنزلية"
"";"en";"H2";"3089";"HOME APPLIANCES"
"";"ar";"";"";"الاجهزة المنزلية"
"";"en";"H2";"3090";"SMALL HOME APPLIANCES "
"";"ar";"";"";"اجهزة منزلية صغيرة"
"";"en";"H2";"3091";"SMALL HOME APPLIANCES ///coffee makers"
"";"ar";"";"";"اجهزة منزلية صغيرة///ماكينات قهوة"
"";"en";"H2";"3092";"SMALL HOME APPLIANCES "
"";"ar";"";"";"اجهزة منزلية صغيرة"
"";"en";"H2";"3093";"SMALL HOME APPLIANCES ///coffee makers"
"";"ar";"";"";"اجهزة منزلية صغيرة///ماكينات قهوة"
"";"en";"H2";"3094";"SMALL HOME APPLIANCES ///coffee makers"
"";"ar";"";"";"اجهزة منزلية صغيرة///ماكينات قهوة"
"";"en";"H2";"3095";"SMALL HOME APPLIANCES "
"";"ar";"";"";"اجهزة منزلية صغيرة"
"";"en";"H2";"3096";"HOME APPLIANCES///FRIDGES"
"";"ar";"";"";"الاجهزة المنزلية///ثلاجات"
"";"en";"H2";"3097";"HOME APPLIANCES"
"";"ar";"";"";"الاجهزة المنزلية"
"";"en";"H2";"3098";"HOME APPLIANCES"
"";"ar";"";"";"الاجهزة المنزلية"
"";"en";"H2";"3099";"HOME APPLIANCES"
"";"ar";"";"";"الاجهزة المنزلية"
"";"en";"H2";"3100";"HOME APPLIANCES///FRIDGES"
"";"ar";"";"";"الاجهزة المنزلية///ثلاجات""";"en";"H2";"3101";"HOME APPLIANCES"
"";"ar";"";"";"الاجهزة المنزلية"
"";"en";"H2";"3102";"HOME APPLIANCES"
"";"ar";"";"";"الاجهزة المنزلية"
"";"en";"H2";"3103";"HOME APPLIANCES"
"";"ar";"";"";"الاجهزة المنزلية"
"";"en";"H2";"3104";"HOME APPLIANCES///FRIDGES"
"";"ar";"";"";"الاجهزة المنزلية///ثلاجات"
"";"en";"H2";"3105";"HOME APPLIANCES"
"";"ar";"";"";"الاجهزة المنزلية"
"";"en";"H2";"3106";"HOME APPLIANCES"
"";"ar";"";"";"الاجهزة المنزلية"
"";"en";"H2";"3107";"HOME APPLIANCES"
"";"ar";"";"";"الاجهزة المنزلية"
"";"en";"H2";"3108";"HOME APPLIANCES"
"";"ar";"";"";"الاجهزة المنزلية"
"";"en";"H2";"3109";"HOME APPLIANCES"
"";"ar";"";"";"الاجهزة المنزلية"
"";"en";"H2";"3110";"HOME APPLIANCES"
"";"ar";"";"";"الاجهزة المنزلية"
"";"en";"H2";"3111";"HOME APPLIANCES"
"";"ar";"";"";"الاجهزة المنزلية"
"";"en";"H2";"3112";"HOME APPLIANCES"
"";"ar";"";"";"الاجهزة المنزلية"
"";"en";"H2";"3113";"HOME APPLIANCES"
"";"ar";"";"";"الاجهزة المنزلية"
"";"en";"H2";"3114";"HOME APPLIANCES"
"";"ar";"";"";"الاجهزة المنزلية"
"";"en";"H2";"3115";"HOME APPLIANCES"
"";"ar";"";"";"الاجهزة المنزلية""";"en";"H2";"3116";"HOME APPLIANCES"
"";"ar";"";"";"الاجهزة المنزلية"
"";"en";"H2";"3117";"HOME APPLIANCES///FRIDGES"
"";"ar";"";"";"الاجهزة المنزلية///ثلاجات"
"";"en";"H2";"3118";"HOME APPLIANCES///FRIDGES"
"";"ar";"";"";"الاجهزة المنزلية///ثلاجات"
"";"en";"H2";"3119";"HOME APPLIANCES///deep freezer"
"";"ar";"";"";"الاجهزة المنزلية///ديب فريزر"
"";"en";"H2";"3120";"HOME APPLIANCES///deep freezer"
"";"ar";"";"";"الاجهزة المنزلية///ديب فريزر"
"";"en";"H2";"3121";"HOME APPLIANCES"
"";"ar";"";"";"الاجهزة المنزلية"
"";"en";"H2";"3122";"HOME APPLIANCES///deep freezer"
"";"ar";"";"";"الاجهزة المنزلية///ديب فريزر"
"";"en";"H2";"3123";"HOME APPLIANCES"
"";"ar";"";"";"الاجهزة المنزلية"
"";"en";"H2";"3124";"HOME APPLIANCES///deep freezer"
"";"ar";"";"";"الاجهزة المنزلية///ديب فريزر"
"";"en";"H2";"3125";"HOME APPLIANCES///deep freezer"
"";"ar";"";"";"الاجهزة المنزلية///ديب فريزر"
"";"en";"H2";"3126";"HOME APPLIANCES///deep freezer"
"";"ar";"";"";"الاجهزة المنزلية///ديب فريزر"
"";"en";"H2";"3127";"HOME APPLIANCES"
"";"ar";"";"";"الاجهزة المنزلية"
"";"en";"H2";"3128";"HOME APPLIANCES///deep freezer"
"";"ar";"";"";"الاجهزة المنزلية///ديب فريزر"
"";"en";"H2";"3129";"HOME APPLIANCES///deep freezer"
"";"ar";"";"";"الاجهزة المنزلية///ديب فريزر"
"";"en";"H2";"3130";"HOME APPLIANCES///deep freezer"
"";"ar";"";"";"الاجهزة المنزلية///ديب فريزر""";"en";"H2";"3131";"HOME APPLIANCES///deep freezer"
"";"ar";"";"";"الاجهزة المنزلية///ديب فريزر"
"";"en";"H2";"3132";"HOME APPLIANCES///deep freezer"
"";"ar";"";"";"الاجهزة المنزلية///ديب فريزر"
"";"en";"H2";"3133";"HOME APPLIANCES"
"";"ar";"";"";"الاجهزة المنزلية"
"";"en";"H2";"3134";"HOME APPLIANCES"
"";"ar";"";"";"الاجهزة المنزلية"
"";"en";"H2";"3135";"HOME APPLIANCES"
"";"ar";"";"";"الاجهزة المنزلية"
"";"en";"H2";"3136";"HOME APPLIANCES"
"";"ar";"";"";"الاجهزة المنزلية"
"";"en";"H2";"3137";"HOME APPLIANCES"
"";"ar";"";"";"الاجهزة المنزلية"
"";"en";"H2";"3138";"HOME APPLIANCES"
"";"ar";"";"";"الاجهزة المنزلية"
"";"en";"H2";"3139";"HOME APPLIANCES"
"";"ar";"";"";"الاجهزة المنزلية"
"";"en";"H2";"3140";"HOME APPLIANCES"
"";"ar";"";"";"الاجهزة المنزلية"
"";"en";"H2";"3141";"HOME APPLIANCES///DISH WASHER"
"";"ar";"";"";"الاجهزة المنزلية///غسالات الاطباق"
"";"en";"H2";"3142";"HOME APPLIANCES///DISH WASHER"
"";"ar";"";"";"الاجهزة المنزلية///غسالات الاطباق"
"";"en";"H2";"3143";"HOME APPLIANCES///DISH WASHER"
"";"ar";"";"";"الاجهزة المنزلية///غسالات الاطباق"
"";"en";"H2";"3144";"HOME APPLIANCES///DISH WASHER"
"";"ar";"";"";"الاجهزة المنزلية///غسالات الاطباق"
"";"en";"H2";"3145";"HOME APPLIANCES"
"";"ar";"";"";"الاجهزة المنزلية""";"en";"H2";"3146";"HOME APPLIANCES///DISH WASHER"
"";"ar";"";"";"الاجهزة المنزلية///غسالات الاطباق"
"";"en";"H2";"3147";"HOME APPLIANCES"
"";"ar";"";"";"الاجهزة المنزلية"
"";"en";"H2";"3148";"HOME APPLIANCES"
"";"ar";"";"";"الاجهزة المنزلية"
"";"en";"H2";"3149";"HOME APPLIANCES"
"";"ar";"";"";"الاجهزة المنزلية"
"";"en";"al haramain";"3150";"HOME APPLIANCES"
"";"ar";"";"";"الاجهزة المنزلية"
"";"en";"H2";"3151";"SMALL HOME APPLIANCES ///Kitchen machine"
"";"ar";"";"";"اجهزة منزلية صغيرة///محضرات طعام"
"";"en";"al haramain";"3152";"HOME APPLIANCES"
"";"ar";"";"";"الاجهزة المنزلية"
"";"en";"al haramain";"3153";"HOME APPLIANCES"
"";"ar";"";"";"الاجهزة المنزلية"
"";"en";"al haramain";"3154";"HOME APPLIANCES///COOKERS"
"";"ar";"";"";"الاجهزة المنزلية///بوتاجازات"
"";"en";"al haramain";"3155";"HOME APPLIANCES///FRIDGES"
"";"ar";"";"";"الاجهزة المنزلية///ثلاجات"
"";"en";"al haramain";"3156";"HOME APPLIANCES"
"";"ar";"";"";"الاجهزة المنزلية"
"";"en";"al haramain";"3157";"HOME APPLIANCES///FRIDGES"
"";"ar";"";"";"الاجهزة المنزلية///ثلاجات"
"";"en";"H2";"3158";"SMALL HOME APPLIANCES "
"";"ar";"";"";"اجهزة منزلية صغيرة"
"";"en";"al haramain";"3159";"HOME APPLIANCES"
"";"ar";"";"";"الاجهزة المنزلية"
"";"en";"H2";"3160";"SMALL HOME APPLIANCES "
"";"ar";"";"";"اجهزة منزلية صغيرة""";"en";"H2";"3161";"SMALL HOME APPLIANCES ///microwave"
"";"ar";"";"";"اجهزة منزلية صغيرة///ميكروويف"
"";"en";"al haramain";"3162";"HOME APPLIANCES"
"";"ar";"";"";"الاجهزة المنزلية"
"";"en";"al haramain";"3163";"HOME APPLIANCES"
"";"ar";"";"";"الاجهزة المنزلية"
"";"en";"al haramain";"3164";"SMALL HOME APPLIANCES "
"";"ar";"";"";"اجهزة منزلية صغيرة"
"";"en";"al haramain";"3165";"SMALL HOME APPLIANCES "
"";"ar";"";"";"اجهزة منزلية صغيرة"
"";"en";"al haramain";"3166";"SMALL HOME APPLIANCES ///coffee makers"
"";"ar";"";"";"اجهزة منزلية صغيرة///ماكينات قهوة"
"";"en";"al haramain";"3167";"SMALL HOME APPLIANCES "
"";"ar";"";"";"اجهزة منزلية صغيرة"
"";"en";"al haramain";"3168";"HOME APPLIANCES///COOKERS"
"";"ar";"";"";"الاجهزة المنزلية///بوتاجازات"
"";"en";"al haramain";"3169";"SMALL HOME APPLIANCES "
"";"ar";"";"";"اجهزة منزلية صغيرة"
"";"en";"al haramain";"3170";"SMALL HOME APPLIANCES "
"";"ar";"";"";"اجهزة منزلية صغيرة"
"";"en";"al haramain";"3171";"HOME APPLIANCES"
"";"ar";"";"";"الاجهزة المنزلية"
"";"en";"al haramain";"3172";"SMALL HOME APPLIANCES "
"";"ar";"";"";"اجهزة منزلية صغيرة"
"";"en";"al haramain";"3173";"HOME APPLIANCES"
"";"ar";"";"";"الاجهزة المنزلية"
"";"en";"al haramain";"3174";"HOME APPLIANCES///FRIDGES"
"";"ar";"";"";"الاجهزة المنزلية///ثلاجات"
"";"en";"al haramain";"3175";"HOME APPLIANCES///FRIDGES"
"";"ar";"";"";"الاجهزة المنزلية///ثلاجات""";"en";"al haramain";"3176";"HOME APPLIANCES"
"";"ar";"";"";"الاجهزة المنزلية"
"";"en";"al haramain";"3177";"HOME APPLIANCES"
"";"ar";"";"";"الاجهزة المنزلية"
"";"en";"al haramain";"3178";"HOME APPLIANCES///Gas Water Heater"
"";"ar";"";"";"الاجهزة المنزلية///سخانات غاز"
"";"en";"al haramain";"3179";"HOME APPLIANCES"
"";"ar";"";"";"الاجهزة المنزلية"
"";"en";"al haramain";"3180";"HOME APPLIANCES"
"";"ar";"";"";"الاجهزة المنزلية"
"";"en";"al haramain";"3181";"HOME APPLIANCES"
"";"ar";"";"";"الاجهزة المنزلية"
"";"en";"al haramain";"3182";"HOME APPLIANCES///Ventilating fan"
"";"ar";"";"";"الاجهزة المنزلية///شفاطات"
"";"en";"al haramain";"3183";"HOME APPLIANCES"
"";"ar";"";"";"الاجهزة المنزلية"
"";"en";"al haramain";"3184";"HOME APPLIANCES///FRIDGES"
"";"ar";"";"";"الاجهزة المنزلية///ثلاجات"
"";"en";"al haramain";"3185";"HOME APPLIANCES///WASHING MACHINE"
"";"ar";"";"";"الاجهزة المنزلية///غسالات ملابس"
"";"en";"al haramain";"3186";"HOME APPLIANCES///COOKERS"
"";"ar";"";"";"الاجهزة المنزلية///بوتاجازات"
"";"en";"al haramain";"3187";"HOME APPLIANCES///WASHING MACHINE"
"";"ar";"";"";"الاجهزة المنزلية///غسالات ملابس"
"";"en";"al haramain";"3188";"HOME APPLIANCES///Electric Water Heater"
"";"ar";"";"";"الاجهزة المنزلية///سخانات كهربائية"
"";"en";"al haramain";"3189";"HOME APPLIANCES"
"";"ar";"";"";"الاجهزة المنزلية"
"";"en";"al haramain";"3190";"HOME APPLIANCES"
"";"ar";"";"";"الاجهزة المنزلية""";"en";"al haramain";"3191";"HOME APPLIANCES"
"";"ar";"";"";"الاجهزة المنزلية"
"";"en";"al haramain";"3192";"HOME APPLIANCES"
"";"ar";"";"";"الاجهزة المنزلية"
"";"en";"al haramain";"3193";"HOME APPLIANCES"
"";"ar";"";"";"الاجهزة المنزلية"
"";"en";"al haramain";"3194";"HOME APPLIANCES///FRIDGES"
"";"ar";"";"";"الاجهزة المنزلية///ثلاجات"
"";"en";"al haramain";"3195";"HOME APPLIANCES///WASHING MACHINE"
"";"ar";"";"";"الاجهزة المنزلية///غسالات ملابس"
"";"en";"al haramain";"3196";"HOME APPLIANCES///AIR CONDITIONER"
"";"ar";"";"";"الاجهزة المنزلية///مكيفات هواء"
"";"en";"al haramain";"3197";"HOME APPLIANCES///COOKERS"
"";"ar";"";"";"الاجهزة المنزلية///بوتاجازات"
"";"en";"al haramain";"3198";"HOME APPLIANCES///WASHING MACHINE"
"";"ar";"";"";"الاجهزة المنزلية///غسالات ملابس"
"";"en";"al haramain";"3199";"HOME APPLIANCES"
"";"ar";"";"";"الاجهزة المنزلية"
"";"en";"al haramain";"3200";"SMALL HOME APPLIANCES ///Kitchen machine"
"";"ar";"";"";"اجهزة منزلية صغيرة///محضرات طعام"
"";"en";"al haramain";"3201";"HOME APPLIANCES"
"";"ar";"";"";"الاجهزة المنزلية"
"";"en";"al haramain";"3202";"HOME APPLIANCES"
"";"ar";"";"";"الاجهزة المنزلية"
"";"en";"al haramain";"3203";"HOME APPLIANCES///Electric Water Heater"
"";"ar";"";"";"الاجهزة المنزلية///سخانات كهربائية"
"";"en";"al haramain";"3204";"HOME APPLIANCES///WASHING MACHINE"
"";"ar";"";"";"الاجهزة المنزلية///غسالات ملابس"
"";"en";"al haramain";"3205";"HOME APPLIANCES///WASHING MACHINE"
"";"ar";"";"";"الاجهزة المنزلية///غسالات ملابس""";"en";"al haramain";"3206";"HOME APPLIANCES///WASHING MACHINE"
"";"ar";"";"";"الاجهزة المنزلية///غسالات ملابس"
"";"en";"al haramain";"3207";"HOME APPLIANCES"
"";"ar";"";"";"الاجهزة المنزلية"
"";"en";"al haramain";"3208";"HOME APPLIANCES///COOKERS"
"";"ar";"";"";"الاجهزة المنزلية///بوتاجازات"
"";"en";"al haramain";"3209";"HOME APPLIANCES"
"";"ar";"";"";"الاجهزة المنزلية"
"";"en";"al haramain";"3210";"HOME APPLIANCES///WASHING MACHINE"
"";"ar";"";"";"الاجهزة المنزلية///غسالات ملابس"
"";"en";"al haramain";"3211";"SMALL HOME APPLIANCES ///microwave"
"";"ar";"";"";"اجهزة منزلية صغيرة///ميكروويف"
"";"en";"al haramain";"3212";"HOME APPLIANCES"
"";"ar";"";"";"الاجهزة المنزلية"
"";"en";"al haramain";"3213";"HOME APPLIANCES"
"";"ar";"";"";"الاجهزة المنزلية"
"";"en";"al haramain";"3214";"SMALL HOME APPLIANCES ///Kitchen machine"
"";"ar";"";"";"اجهزة منزلية صغيرة///محضرات طعام"
"";"en";"al haramain";"3215";"HOME APPLIANCES"
"";"ar";"";"";"الاجهزة المنزلية"
"";"en";"al haramain";"3216";"SMALL HOME APPLIANCES ///Kitchen machine"
"";"ar";"";"";"اجهزة منزلية صغيرة///محضرات طعام"
"";"en";"al haramain";"3217";"HOME APPLIANCES"
"";"ar";"";"";"الاجهزة المنزلية"
"";"en";"D2";"3218";"HOME APPLIANCES///COOKERS"
"";"ar";"";"";"الاجهزة المنزلية///بوتاجازات"
"";"en";"D2";"3219";"HOME APPLIANCES"
"";"ar";"";"";"الاجهزة المنزلية"
"";"en";"D2";"3220";"HOME APPLIANCES"
"";"ar";"";"";"الاجهزة المنزلية""";"en";"D2";"3221";"HOME APPLIANCES///TVs"
"";"ar";"";"";"الاجهزة المنزلية///تليفزيون"
"";"en";"D2";"3222";"SMALL HOME APPLIANCES "
"";"ar";"";"";"اجهزة منزلية صغيرة"
"";"en";"Rooka shop";"3223";"HOME APPLIANCES///FRIDGES"
"";"ar";"";"";"الاجهزة المنزلية///ثلاجات"
"";"en";"D2";"3224";"HOME APPLIANCES///DISH WASHER"
"";"ar";"";"";"الاجهزة المنزلية///غسالات الاطباق"
"";"en";"Mobiz";"3225";"SMALL HOME APPLIANCES "
"";"ar";"";"";"اجهزة منزلية صغيرة"
"";"en";"EL-Mokhtar";"3226";"HOME APPLIANCES"
"";"ar";"";"";"الاجهزة المنزلية"
"";"en";"EL-Mokhtar";"3227";"HOME APPLIANCES"
"";"ar";"";"";"الاجهزة المنزلية"
"AW-M801APEG(SG)";"en";"H2";"3228";"HOME APPLIANCES"
"";"ar";"";"";"الاجهزة المنزلية"
"AW-J800AUPEG(SK)";"en";"H2";"3229";"HOME APPLIANCES///WASHING MACHINE"
"";"ar";"";"";"الاجهزة المنزلية///غسالات ملابس"
"AW-J900DUPEG(SK)";"en";"H2";"3230";"HOME APPLIANCES///WASHING MACHINE"
"";"ar";"";"";"الاجهزة المنزلية///غسالات ملابس"
"AW-J900DUPEG(SK)";"en";"H2";"3231";"HOME APPLIANCES///WASHING MACHINE"
"";"ar";"";"";"الاجهزة المنزلية///غسالات ملابس"
"";"en";"H2";"3232";"HOME APPLIANCES///WASHING MACHINE"
"";"ar";"";"";"الاجهزة المنزلية///غسالات ملابس"
"AW-UK1100HUPEG(SK)";"en";"H2";"3233";"HOME APPLIANCES///WASHING MACHINE"
"";"ar";"";"";"الاجهزة المنزلية///غسالات ملابس"
"";"en";"H2";"3236";"HOME APPLIANCES///TVs"
"";"ar";"";"";"الاجهزة المنزلية///تليفزيون"
"";"en";"H2";"3238";"HOME APPLIANCES///FRIDGES"
"";"ar";"";"";"الاجهزة المنزلية///ثلاجات""SK-7033";"en";"H2";"3239";"SMALL HOME APPLIANCES ///Blenders "
"";"ar";"";"";"اجهزة منزلية صغيرة///خلاطات"
"SK-7088A";"en";"H2";"3240";"SMALL HOME APPLIANCES ///Choppers"
"";"ar";"";"";"اجهزة منزلية صغيرة///مطحنة"
"SK-7015A";"en";"H2";"3241";"SMALL HOME APPLIANCES ///Choppers"
"";"ar";"";"";"اجهزة منزلية صغيرة///مطحنة"
"SK-7077N";"en";"H2";"3242";"SMALL HOME APPLIANCES ///Choppers"
"";"ar";"";"";"اجهزة منزلية صغيرة///مطحنة"
"SK-7011N";"en";"H2";"3243";"SMALL HOME APPLIANCES ///Choppers"
"";"ar";"";"";"اجهزة منزلية صغيرة///مطحنة"
"SK‑7027N";"en";"H2";"3244";"SMALL HOME APPLIANCES ///Choppers"
"";"ar";"";"";"اجهزة منزلية صغيرة///مطحنة"
"SK‑7027N";"en";"H2";"3245";"SMALL HOME APPLIANCES ///Choppers"
"";"ar";"";"";"اجهزة منزلية صغيرة///مطحنة"
"SK-7028N ";"en";"H2";"3246";"SMALL HOME APPLIANCES ///Choppers"
"";"ar";"";"";"اجهزة منزلية صغيرة///مطحنة"
"SK-666666B";"en";"H2";"3247";"SMALL HOME APPLIANCES ///Choppers"
"";"ar";"";"";"اجهزة منزلية صغيرة///مطحنة"
"SK-7020N";"en";"H2";"3248";"SMALL HOME APPLIANCES ///Choppers"
"";"ar";"";"";"اجهزة منزلية صغيرة///مطحنة"
"SK-06028N";"en";"H2";"3249";"SMALL HOME APPLIANCES ///Choppers"
"";"ar";"";"";"اجهزة منزلية صغيرة///مطحنة"
"SK-7006N";"en";"H2";"3250";"SMALL HOME APPLIANCES ///Choppers"
"";"ar";"";"";"اجهزة منزلية صغيرة///مطحنة"
"SK-999N";"en";"H2";"3251";"SMALL HOME APPLIANCES ///Blenders "
"";"ar";"";"";"اجهزة منزلية صغيرة///خلاطات"
"SK‑3333N";"en";"H2";"3252";"SMALL HOME APPLIANCES ///Blenders "
"";"ar";"";"";"اجهزة منزلية صغيرة///خلاطات"
"SK-444";"en";"H2";"3253";"SMALL HOME APPLIANCES ///Blenders "
"";"ar";"";"";"اجهزة منزلية صغيرة///خلاطات""SK-03032";"en";"H2";"3254";"SMALL HOME APPLIANCES ///Blenders "
"";"ar";"";"";"اجهزة منزلية صغيرة///خلاطات"
